avgLifetime,sex,age,s1,s2,s3,s4,s5,s6,s7,ageSplit,switchFreq
2.17891344768375,1,71,2.07142857142857,2.18181818181818,2,1.91891891891892,1.94736842105263,3.10344827586207,2.02941176470588,1,0.231075697211155
2.1565420555882,1,24,2.35849056603774,2.84090909090909,1.8,2.40540540540541,1.80952380952381,2.06896551724138,1.8125,0,0.218127490039841
2.65531424060836,0,41,1.5,3.08333333333333,2.32432432432432,2.54545454545455,2.96666666666667,2.70588235294118,3.46153846153846,0,0.187250996015936
2.1752444913562,1,40,1.81481481481481,1.4,2.5,2.63265306122449,1.93939393939394,2.57142857142857,2.36842105263158,0,0.219123505976096
2.19707961439167,0,22,2.09677419354839,2.6,1.63157894736842,2.52380952380952,1.65,2.6551724137931,2.22222222222222,0,0.216135458167331
2.11835453431891,1,63,1.47368421052632,2.96,1.8974358974359,2.12820512820513,1.83333333333333,2.21875,2.31707317073171,1,0.235059760956175
2.25484210468248,0,75,2.13793103448276,2.52380952380952,2.08333333333333,2.18867924528302,2.24444444444444,2.3448275862069,2.26086956521739,1,0.222111553784861
2.18374577016293,1,78,1.58620689655172,2.31818181818182,2.24137931034483,2.21951219512195,2.61538461538462,2.30555555555556,2,1,0.222111553784861
2.04276484085712,0,77,1.91666666666667,2.03846153846154,2.21621621621622,1.91304347826087,1.93877551020408,2.33333333333333,1.94285714285714,1,0.245019920318725
